107017;0000109;039
107017;0004802;001
107017;0004808;001
107017;0004870;001
107017;0004872;001
107017;0003039;008
107017;0001641;003
107017;0001642;004
107017;0001705;002
107017;0008723;008
107017;0010188;002
107017;0004246;001
107017;0004750;002
107017;0004751;002
107017;0004755;002
107017;0005148;001
107017;0005149;001
107017;0002153;006
107017;0000153;084
107017;0000126;001
107017;0000065;001
107017;0000066;001
107017;0000067;001
107017;0000068;001
107017;0000069;001
107017;0000070;001
107017;0007655;000
107017;0000186;001
107017;0002217;001
107017;0010184;003
107017;0010185;003
107017;0000221;003
107017;0000268;003
107017;0008509;003
107017;0000026;001
107017;0000028;002
107017;0000036;002
107017;0000077;002
107017;0000078;002
107017;0000080;002
107017;0000081;002
107017;0000082;002
107017;0000113;001
107017;0000128;001
107017;0002168;001
107017;0007231;003
107017;0007232;003
107017;0007791;002
107017;0008508;003
107017;0000385;003
107017;0000386;002
107017;0006144;002
107017;0000599;003
107017;0000090;002
107017;0000091;002
107017;0002069;000
107017;0008648;004
107017;0007639;001
107017;0008146;001
107017;0000577;001
107017;0000576;001
107017;0005146;001
107017;0005196;001
107017;0005143;001
107017;0014133;001
107017;0005133;001
107017;0010070;001
107017;0010073;001
107017;0010074;001
107017;0001572;001
107017;0014225;001
107017;0013204;001
107017;0010258;001
107017;0005106;001
107017;0000406;001
107017;0014896;001
107017;0006907;001
107017;0006906;001
107017;0001873;001
107017;0007258;001
107017;0002308;001
107017;0001212;001
107017;0010243;001
107017;0013328;001
107017;0001215;001
107017;0010242;001
107017;0001218;001
107017;0004979;001
107017;0004992;001
107017;0004991;001
107017;0004990;001
107017;0007312;001
107017;0006843;001
107017;0001154;001
107017;0000696;001
107017;0004997;001
107017;0001023;001
107017;0001051;001
107017;0001016;001
107017;0005219;001
107017;0001118;001
107017;0001117;001
107017;0001094;001
107017;0001083;001
107017;0001099;001
107017;0014999;001
107017;0015000;001
107017;0014923;001
107017;0014922;001
107017;0014927;001
107017;0014926;001
107017;0014925;001
107017;0014924;001
107017;0007428;001
